Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
May,05/15/2022,9:00 PM,05/15/2022,9:10 PM,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,05/16/2022,5:00 AM,05/16/2022,5:01 AM,"California: Solano County, Santa Clara County;",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,05/16/2022,4:03 PM,05/16/2022,7:32 PM,Arizona: Pima County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,05/17/2022,12:10 PM,Unknown,Unknown,New Mexico: Roosevelt County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,25,Unknown
May,05/18/2022,5:00 PM,05/31/2022,12:00 PM,New Mexico: San Juan County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,560,0
May,05/18/2022,11:00 AM,05/18/2022,4:34 PM,Idaho: Madison County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,05/18/2022,3:30 PM,05/18/2022,4:30 PM,Pennsylvania: Philadelphia County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,05/20/2022,5:26 PM,05/20/2022,5:33 PM,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
May,05/20/2022,8:48 AM,Unknown,Unknown,"New York: Broome County, Monroe County;",NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,05/21/2022,9:53 PM,05/22/2022,12:28 AM,Missouri: Jackson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
May,05/22/2022,2:30 AM,05/22/2022,6:52 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52172
May,05/22/2022,10:40 PM,05/22/2022,11:16 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,05/25/2022,6:42 AM,05/25/2022,6:43 AM,California: Siskiyou County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
May,05/27/2022,7:56 AM,05/27/2022,8:38 AM,Arizona: California: Nevada: New Mexico:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,05/27/2022,5:19 AM,05/27/2022,6:00 AM,Ohio: Cuyahoga County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,05/29/2022,4:41 PM,05/31/2022,11:29 AM,Pennsylvania: York County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
May,05/29/2022,1:18 AM,05/29/2022,1:50 AM,Pennsylvania: Montgomery County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,05/30/2022,2:10 PM,05/31/2022,5:58 AM,California: San Diego County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
May,05/31/2022,1:58 PM,05/31/2022,1:59 PM,Texas: Travis County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/01/2022,10:47 AM,06/01/2022,10:48 AM,Utah: California: Oregon: Umatilla County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/02/2022,8:20 AM,Unknown,Unknown,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
June,06/03/2022,3:48 AM,06/03/2022,3:49 AM,Georgia: DeKalb County;,SERC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Vandalism,0,0
June,06/04/2022,12:59 PM,06/05/2022,2:15 AM,Texas: Ector County;,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,0,0
June,06/05/2022,3:20 PM,06/05/2022,8:12 PM,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,Generation Inadequacy,Unknown,Unknown
June,06/06/2022,10:21 AM,06/06/2022,10:24 AM,California: Shasta County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,13,4000
June,06/08/2022,1:00 AM,06/08/2022,6:00 AM,"Missouri: Clay County, Jackson County; Kansas: Johnson County;",SERC/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,"91,188"
June,06/08/2022,12:00 AM,06/08/2022,4:00 AM,Kansas: Missouri: Nebraska:,SERC/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62000
June,06/08/2022,1:00 AM,06/08/2022,4:00 AM,Missouri:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Distribution Interruption,Unknown,60000
June,06/09/2022,2:33 AM,06/09/2022,6:49 AM,Texas: Dallas County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
June,06/09/2022,7:00 AM,06/09/2022,7:05 AM,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/10/2022,12:08 PM,06/10/2022,9:30 PM,Texas: El Paso County;,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Actual Physical Attack/Vandalism,0,0
June,06/10/2022,8:27 PM,06/10/2022,9:30 PM,California: Kern County;,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,100,39094
June,06/10/2022,8:20 PM,06/10/2022,8:28 PM,California: Kern County;,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,100,Unknown
June,06/10/2022,8:45 AM,Unknown,Unknown,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,13437,445
June,06/12/2022,11:30 PM,06/13/2022,11:30 PM,Ohio: West Virginia: Virginia: Indiana:,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,14000,100000
June,06/13/2022,6:00 PM,06/14/2022,6:15 PM,Ohio: Kentucky:,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,162551
June,06/13/2022,11:54 PM,06/14/2022,12:45 AM,Michigan:,RF,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/14/2022,1:46 PM,Unknown,Unknown,Ohio:,RF,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,373,Unknown
June,06/14/2022,12:00 AM,06/14/2022,6:00 AM,Washington: Grant County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack/Vandalism,0,0
June,06/15/2022,9:00 PM,Unknown,Unknown,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;",RF/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,06/15/2022,10:45 AM,06/15/2022,1:45 PM,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/16/2022,4:31 PM,06/16/2022,8:07 PM,North Carolina: South Carolina:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,77908
June,06/16/2022,3:51 AM,06/16/2022,6:30 AM,Washington: Lewis County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,35,7500
June,06/17/2022,6:45 PM,06/18/2022,1:32 PM,North Carolina:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,44000
June,06/17/2022,5:30 PM,06/19/2022,9:15 PM,West Virginia: Virginia: Kentucky:,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
June,06/17/2022,5:37 PM,06/18/2022,12:54 AM,North Carolina: South Carolina:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,91056
June,06/17/2022,6:02 AM,Unknown,Unknown,Illinois: Missouri:,SERC/RF,Cyber event that could potentially impact electric power system adequacy or reliability,Severe Weather,Unknown,80000
June,06/20/2022,12:54 PM,06/20/2022,2:23 PM,Minnesota: Hennepin County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,15604
June,06/22/2022,4:56 PM,06/23/2022,2:00 AM,Virginia:,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Distribution Interruption,Unknown,100000
June,06/23/2022,12:41 PM,06/23/2022,1:41 PM,New Jersey: Cape May County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
June,06/23/2022,10:55 AM,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
June,06/24/2022,11:09 PM,06/25/2022,12:00 AM,Louisiana:,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Unknown,Unknown
June,06/26/2022,5:05 PM,06/26/2022,10:42 PM,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/27/2022,5:07 PM,06/28/2022,1:42 AM,Michigan: Wayne County;,RF/MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/27/2022,2:26 PM,06/28/2022,3:56 AM,Texas: Victoria County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,14,2491
June,06/27/2022,6:21 AM,06/27/2022,7:26 AM,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/28/2022,9:27 AM,06/28/2022,10:42 AM,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/28/2022,9:39 AM,06/28/2022,9:40 AM,Kentucky: Clark County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
June,06/30/2022,7:58 PM,06/30/2022,8:50 PM,Michigan: Wayne County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/01/2022,11:45 AM,Unknown,Unknown,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,20,0
July,07/03/2022,10:30 AM,07/03/2022,10:40 AM,California: Contra Costa County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
July,07/03/2022,5:18 AM,07/03/2022,8:24 AM,Oklahoma:,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
July,07/03/2022,11:02 AM,Unknown,Unknown,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,Unknown,1079
July,07/04/2022,6:21 PM,Unknown,Unknown,California: Amador County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,3,3001
July,07/05/2022,8:00 AM,07/05/2022,8:06 AM,Washington: Pierce County; Oregon: Idaho: Montana:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
July,07/05/2022,8:46 PM,07/05/2022,9:40 PM,Iowa: Illinois:,RF/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/06/2022,2:39 PM,07/07/2022,3:54 AM,Ohio: Kentucky:,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,104700
July,07/06/2022,4:23 PM,07/06/2022,4:35 PM,Virginia: Fluvanna County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/06/2022,6:18 AM,07/06/2022,6:19 AM,Kentucky: Nelson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
July,07/06/2022,12:40 PM,07/06/2022,12:41 PM,Utah: California: Oregon: Douglas County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
July,07/06/2022,1:58 AM,Unknown,Unknown,Oklahoma: Okmulgee County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,25,4836
July,07/09/2022,2:47 AM,07/09/2022,2:59 AM,Louisiana: Rapides Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Unknown,4724
July,07/10/2022,9:00 PM,07/11/2022,8:00 PM,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,Unknown
July,07/11/2022,10:20 AM,Unknown,Unknown,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0
July,07/12/2022,4:00 PM,Unknown,Unknown,"Maryland: Baltimore County, Carroll County, Harford County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,800,165000
July,07/12/2022,10:45 AM,07/12/2022,11:00 AM,Washington: Oregon: Clatsop County; Idaho: Montana:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
July,07/12/2022,6:00 PM,07/12/2022,10:00 PM,District of Columbia: Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50200
July,07/13/2022,11:30 AM,07/13/2022,9:00 PM,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,Unknown
July,07/13/2022,10:00 AM,07/13/2022,1:00 PM,Colorado: La Plata County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
July,07/15/2022,7:10 AM,07/15/2022,7:11 AM,Nebraska: Wayne County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
July,07/18/2022,9:15 AM,Unknown,Unknown,South Carolina:,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,4500,0
July,07/18/2022,1:09 PM,07/18/2022,1:11 PM,Oregon: Josephine County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
July,07/19/2022,3:42 PM,07/19/2022,4:12 PM,Florida: Palm Beach County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
July,07/19/2022,3:42 PM,07/19/2022,4:12 PM,Florida: Palm Beach County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
July,07/23/2022,8:45 PM,07/24/2022,11:30 AM,"Michigan: Muskegon County, Ottawa County, Kent County, Montcalm County, Ionia County, Allegan County, Van Buren County, Kalamazoo County, Barry County, Mason County, Shiawassee County, Ingham County, Genesee County, Saginaw County, Midland County, Wexford County, Grand Traverse County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,93750
July,07/25/2022,12:38 AM,07/25/2022,1:46 PM,Pennsylvania: Erie County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
July,07/26/2022,6:38 AM,07/26/2022,12:57 PM,Texas: Hays County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
July,07/26/2022,4:20 AM,07/26/2022,4:57 AM,California: Santa Barbara County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,Unknown,Unknown
July,07/26/2022,9:00 PM,07/26/2022,9:20 PM,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/28/2022,7:25 PM,07/28/2022,10:41 PM,California: Placer County;,WECC,"Damage or destruction of its Facility that results from actual or suspected intentional human action. Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,0
July,07/29/2022,2:00 AM,07/29/2022,2:01 AM,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/30/2022,7:35 PM,08/01/2022,1:17 PM,California: Shasta County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
July,07/31/2022,6:36 AM,07/31/2022,7:13 AM,New York: Saratoga County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/01/2022,9:44 AM,08/01/2022,9:45 AM,Georgia: DeKalb County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/01/2022,8:03 AM,08/01/2022,9:00 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
August,08/03/2022,2:00 AM,08/03/2022,3:07 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/03/2022,2:30 AM,Unknown,Unknown,Minnesota: Wisconsin:,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
August,08/03/2022,7:00 PM,08/05/2022,8:53 AM,"Michigan: Wayne County, Washtenaw County, St. Clair County, Macomb County, Monroe County, Oakland County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,71000
August,08/03/2022,5:00 PM,08/03/2022,8:30 PM,"Michigan: Allegan County, Van Buren County, Barry County, Kalamazoo County, Calhoun County, Jackson County, Calhoun County, Washtenaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,91264
August,08/04/2022,6:00 PM,08/05/2022,2:00 AM,"Maryland: Anne Arundel County, Baltimore County, Baltimore, City of[16];",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,75500
August,08/05/2022,2:52 PM,08/05/2022,4:41 PM,Washington: Lewis County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/05/2022,2:00 AM,08/05/2022,6:30 AM,Washington:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,3,350
August,08/09/2022,3:18 PM,08/09/2022,3:19 PM,Washington: Kitsap County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/09/2022,4:42 PM,08/09/2022,10:12 PM,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Unknown,62464
August,08/09/2022,2:29 AM,08/09/2022,3:00 AM,Missouri:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/09/2022,12:12 PM,08/09/2022,1:08 PM,Florida: Palm Beach County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
August,08/09/2022,12:12 PM,08/09/2022,1:08 PM,Florida: Palm Beach County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
August,08/10/2022,1:25 AM,08/10/2022,1:30 AM,Arkansas: Lawrence County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,24,0
August,08/10/2022,3:00 PM,08/10/2022,3:01 PM,Alabama: Jefferson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/10/2022,7:56 PM,08/11/2022,8:00 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,140464
August,08/12/2022,2:46 PM,08/12/2022,2:47 PM,Georgia: Sumter County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/15/2022,11:43 PM,08/16/2022,7:14 AM,Wyoming: Nebraska:,WECC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,5000
August,08/15/2022,9:08 AM,08/15/2022,9:10 AM,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/15/2022,10:24 AM,08/15/2022,12:49 PM,New Jersey: Gloucester County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Transmission Interruption,Unknown,0
August,08/18/2022,6:05 PM,08/18/2022,9:39 PM,Ohio: Franklin County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown
August,08/19/2022,5:40 PM,08/19/2022,5:41 PM,Massachusetts: Bristol County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
August,08/19/2022,10:00 PM,08/20/2022,11:30 AM,Washington: Clark County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
August,08/22/2022,9:47 AM,08/22/2022,9:48 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/22/2022,12:46 PM,08/22/2022,1:09 PM,Texas: DeWitt County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,24,6385
August,08/22/2022,8:40 PM,08/22/2022,9:57 PM,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,0,0
August,08/24/2022,2:20 PM,08/24/2022,2:21 PM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/25/2022,12:59 AM,08/25/2022,1:00 AM,California: San Diego County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
August,08/25/2022,12:59 AM,08/25/2022,1:00 AM,California: San Diego County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
August,08/26/2022,11:09 AM,08/26/2022,11:10 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/27/2022,2:21 AM,08/27/2022,7:14 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/28/2022,4:59 AM,08/28/2022,6:06 AM,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/29/2022,3:00 PM,09/01/2022,9:00 AM,"Michigan: Ottawa County, Allegan County, Van Buren County, Montcalm County, Kent County, Barry County, Kalamazoo County, St. Joseph County, Branch County, Hillsdale County, Calhoun County, Jackson County, Eaton County, Clinton County, Shiawassee County, Montcalm County, Isabella County, Mecosta County, Midland County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,197740
August,08/29/2022,5:50 PM,Unknown,Unknown,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
August,08/29/2022,10:45 AM,08/29/2022,11:45 AM,Texas: Collin County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/31/2022,9:58 AM,08/31/2022,12:15 PM,Florida: Duval County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,10,3000
September,09/01/2022,3:00 PM,09/01/2022,9:00 PM,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,242,44000
September,09/04/2022,4:00 PM,09/06/2022,8:00 AM,"Texas: Tarrant County, Collin County, Dallas County, Ellis County, Kaufman County, Rockwall County, Williamson County, Denton County, Archer County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,190000
September,09/04/2022,6:50 PM,09/05/2022,2:45 AM,California: Kings County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
September,09/05/2022,6:05 AM,09/05/2022,9:00 PM,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,0
September,09/06/2022,4:30 PM,09/07/2022,12:30 AM,California: San Diego County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
September,09/06/2022,6:00 AM,09/06/2022,6:22 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
